skills,passing_years,company_urls,responsibilities,job_position_name,educationaL_requirements,experiencere_requirement,age_requirement,responsibilities.1,skills_required,matched_score
"['Bi', 'Business Intelligence', 'Progress', 'Loans', 'Mortgage', 'Business Development', 'Marketing', 'Operations', 'Training', 'Solutions', 'Adc', 'Business Requirements', 'Correspondence', 'Fannie Mae', 'Gse', 'Metrics', 'Project Plans', 'And Marketing', 'Budget', 'Business Process Improvement', 'Clients', 'Coaching', 'Contracts', 'Drafting', 'E-learning', 'Federal Acquisition', 'Federal Government', 'Fedex', 'Integration', 'Integrator', 'Maintenance', 'Marketing Collateral', 'Marketing Department', 'Marketing Plan', 'Mentoring', 'Pricing', 'Process Improvement', 'Proposal Development', 'Strategic Marketing', 'User Experience', 'Web Based', 'Web-based', 'White Papers', 'B2c', 'Finance', 'Increase', 'Instructor', 'Investor Relations', 'Lending', 'Market Share', 'Mortgage Banking', 'Mortgage Lending', 'Real Estate', 'Retail', 'Retail Marketing', 'Retail Mortgage', 'Data Mining', 'Networking', 'Pentaho', 'Promotional', 'Sales', 'Sales Manager', 'Sap', 'Strategic Planning', 'Act!', 'Business Writing', 'Compounding', 'Excel', 'Fundraising', 'Horizontal', 'Hospital Pharmacy', 'Inventory', 'Mckesson', 'Microsoft Office', 'Microsoft Sharepoint', 'Ms Office', 'Outlook', 'Outpatient', 'Powerpoint', 'Project Management', 'Publisher', 'Robotic', 'Sharepoint', 'Siebel', 'Six Sigma', 'Six-sigma', 'Visio', 'Word', 'Pharmacy', 'Mba']","['2014', '2006', None]","[None, None, None, None]","Digital Marketing Strategy
Brand Awareness, Online Traffic
Social Media Management
Google Analytics
Cross-functional Teams
Campaign Execution, SEO",Marketing Officer,Bachelor/Honors,At least 1 year,,"Digital Marketing Strategy
Brand Awareness, Online Traffic
Social Media Management
Google Analytics
Cross-functional Teams
Campaign Execution, SEO","Corporate Marketing
Facebook Ads Manager
Facebook campaign
Facebook marketing
Google Ads
Google analytics
Market Researc
Marketing
Search Engine Optimization (SEO)",0.693333333
"['Econometrics', 'Problem Solving', 'Data Analytics', 'Data Modeling', 'Data Validation', 'Data Reporting', 'Business Intelligence', 'Data Manipulation', 'Data Mining', 'Machine Learning', 'R Programming', 'SQL', 'Oracle', 'Scorecard', 'IFRS']","['2017', '2019']",['N/A'],"Management Trainee
Mechanical Systems
Maintenance & Troubleshooting
Performance Analysis
Project Support
Process Improvement
Training & Development
Administrative Support",Management Trainee - Mechanical,Fresh graduates with a Bachelor’s degree in Mechanical Engineering or a related field.,,Age at least 22 years,"Management Trainee
Mechanical Systems
Maintenance & Troubleshooting
Performance Analysis
Project Support
Process Improvement
Training & Development
Administrative Support","Computer skill
Good communication skills
Mechanical Engineering
Quick learner and hard working",0.65
"['Data Analysis', 'Data Visualization', 'Data Structures', 'Deep Learning', 'Machine Learning', 'Artificial Intelligence', 'Linear Regression', 'Statistical Modeling', 'Predictive Modeling', 'Algorithms', 'Python', 'Hive', 'SQL', 'Java', 'Tableau', 'Big Data', 'Hadoop', 'C++', 'ANN']",['2019'],['N/A'],"Trade Marketing Executive
Brand Visibility, Sales Targets
Field Marketing, Campaigns, Product Distribution
Brand Head
Excel, KPIs Tracking","Executive/ Senior Executive- Trade Marketing, Hygiene Products",Master of Business Administration (MBA),At least 3 years,,"Trade Marketing Executive
Brand Visibility, Sales Targets
Field Marketing, Campaigns, Product Distribution
Brand Head
Excel, KPIs Tracking","Brand Promotion
Campaign Management
Field Supervision
Merchandising
promotional activities
Trade Marketing",0.65
"['Data Analysis', 'Data Visualization', 'Deep Learning', 'Machine Learning', 'Adobe Analytics', 'Excel', 'Matplotlib', 'Python']",['2019'],['N/A'],"Relationship Building
HR Collaboration
Policy Development
Training Management
Record Keeping
Compliance
Employee Development
Policy Enforcement
Communication
Task Execution",HR Officer,"•Bachelor of Business Administration (BBA) in Human Resource Management
•BBA/MBA in HRM/Management from any reputed university.",,Age 18 to 30 years,"Relationship Building
HR Collaboration
Policy Development
Training Management
Record Keeping
Compliance
Employee Development
Policy Enforcement
Communication
Task Execution",Human Resource Management,0.65
"['Microsoft Applications', 'Network Security', 'Networking', 'PC hardware and software installation, configuration, and troubleshooting', 'Remote Desktop and Help Desk Management', 'Verbal Communication', 'Technical Support', 'Team Leadership', 'Programming Languages', 'On-call tech support', 'Windows & Mac OS', 'Wiring/Wire Spicing: Cat3, Cat5, Cat5e, Coaxial', 'Management', 'VoIP, TCP/IP, IPSec, ATM, SS7, IPX, DNS, BIND, DHCP, HSRP and LAN/WAN architecture', 'Application Development', 'Voice Over IP Telephone', 'Inventory Management']","[None, None]","[None, None, None]","Mikrotik Router Configuration
OLT Device Setup & Management
Integration with Billing Software
Network Monitoring Tools Integration
Connectivity Troubleshooting
Technical Support & Escalation
Installation & Configuration
GPON/EPON Expertise
Cisco, OLT, MikroTik Knowledge",Network Support Engineer,"Diploma, Bachelor/Honors",At least 3 years,Age 25 to 35 years,"Mikrotik Router Configuration
OLT Device Setup & Management
Integration with Billing Software
Network Monitoring Tools Integration
Connectivity Troubleshooting
Technical Support & Escalation
Installation & Configuration
GPON/EPON Expertise
Cisco, OLT, MikroTik Knowledge","CCNA (Cisco Certified Network Associate)
GPON
Hardware & Networking
IIG
ISP
IT Enabled services
OLT and ONU",0.85
"['Python', 'MySQL', 'Tensorflow', 'Keras', 'Machine Learning', 'Deep Learning']",['2019'],['N/A'],"Mushak Forms Maintenance
VAT Software & MS Office Maintenance
VAT Ledger Management
VAT Challan Coordination
Liaison with VAT Office
VAT Documentation
Other Assigned Tasks",Executive - VAT,BBA in Accounting and Finance,1 to 3 years,,"Mushak Forms Maintenance
VAT Software & MS Office Maintenance
VAT Ledger Management
VAT Challan Coordination
Liaison with VAT Office
VAT Documentation
Other Assigned Tasks",VAT and Tax,0.65
"['Microsoft Excel', 'Microsoft PowerPoint', 'Microsoft Access', 'Microsoft Word', 'Microsoft Outlook', 'JD Edwards/AS 400', 'Microsoft Accounting Office', 'Image Freeway', 'QuickBooks', 'SAP', 'LX', 'SAGE', 'account reconciliations', 'Accounting', 'accruals', 'ad', 'AS 400', 'balance sheet', 'balance sheets', 'budgets', 'budget', 'controller', 'Corporate Finance', 'ERP', 'Finance', 'financial', 'financial reports', 'financial reporting', 'Financial Statements', 'fixed assets', 'forms', 'general ledger', 'Image', 'inventory', 'JD Edwards', 'ledger', 'Director', 'macros', 'materials', 'Microsoft Access', 'Microsoft Excel', 'Office', 'Microsoft Outlook', 'Microsoft PowerPoint', 'Microsoft Word', 'month end close', 'Operations Management', 'pivot tables', 'Progress', 'QuickBooks', 'reporting', 'Requirement', 'research', 'SAGE FAS', 'sales', 'SAP', 'tax', 'year-end']","['2008', '2006']","[None, None, None, None]","Internal Audit Assistance
Voucher & Bill Verification
Cost Sheet Analysis
L/C Voucher Verification
Expense Verification
Salary & Wages Verification
Market Rate Verification",Sr.Officer / Executive - Internal Audit,"Master of Commerce (MCom) in Accounting, Must have CACC certification from any CA firm",2 to 4 years,,"Internal Audit Assistance
Voucher & Bill Verification
Cost Sheet Analysis
L/C Voucher Verification
Expense Verification
Salary & Wages Verification
Market Rate Verification","Having CACC from reputed CA Firm
Internal Audit and Compliance",0.85
"['Academic', 'Documentation', 'Edge', 'Fiber optics', 'Laser', 'Mechanical', 'Scanning']","['2015', '2006', '2003']","['N/A', 'N/A', 'N/A']","Relationship Building
HR Collaboration
Policy Development
Training Management
Record Keeping
Compliance
Employee Development
Policy Enforcement
Communication
Task Execution",HR Officer,"•Bachelor of Business Administration (BBA) in Human Resource Management
•BBA/MBA in HRM/Management from any reputed university.",,Age 18 to 30 years,"Relationship Building
HR Collaboration
Policy Development
Training Management
Record Keeping
Compliance
Employee Development
Policy Enforcement
Communication
Task Execution",Human Resource Management,0.483333333
"['Machine Learning Engineer', 'Data Processing', 'Data Modelling', 'Data Structures', 'Deep Learning', 'Application Development', 'Python', 'Django', 'Flask', 'Kubernetes', 'C++']",['2019'],"[None, None]","Internal Audit Assistance
Voucher & Bill Verification
Cost Sheet Analysis
L/C Voucher Verification
Expense Verification
Salary & Wages Verification
Market Rate Verification",Sr.Officer / Executive - Internal Audit,"Master of Commerce (MCom) in Accounting, Must have CACC certification from any CA firm",2 to 4 years,,"Internal Audit Assistance
Voucher & Bill Verification
Cost Sheet Analysis
L/C Voucher Verification
Expense Verification
Salary & Wages Verification
Market Rate Verification","Having CACC from reputed CA Firm
Internal Audit and Compliance",0.65
"['accounting software', 'AutoCAD', 'balance', 'budget', 'capital expenditures', 'handling cash', 'Civil Engineering', 'interpersonal communications', 'Consulting', 'contracts', 'prepare contract', 'Client', 'customer care', 'DC', 'Design and Construction', 'Engineering Design', 'expense reports', 'filing', 'marketing research', 'Materials', 'meetings', 'MS Excel', 'office', 'MS PowerPoint', 'MS Word', 'MicroStation', 'peak', 'Prime', 'project plans', 'Express', 'recording', 'Specification', 'Transportation', 'utilities', 'written communication']",['2014'],"[None, None, None, None]","Mushak Forms Maintenance
VAT Software & MS Office Maintenance
VAT Ledger Management
VAT Challan Coordination
Liaison with VAT Office
VAT Documentation
Other Assigned Tasks",Executive - VAT,BBA in Accounting and Finance,1 to 3 years,,"Mushak Forms Maintenance
VAT Software & MS Office Maintenance
VAT Ledger Management
VAT Challan Coordination
Liaison with VAT Office
VAT Documentation
Other Assigned Tasks",VAT and Tax,0.65
"['Problem resolution', 'Results-oriented', 'Meticulous attention to detail', 'Managing multiple priorities', 'Active Learning', 'Client Relations', 'Computer Proficiency', 'Creative Problem Solving', 'Critical Thinking', 'Data Collection', 'Data Entry', 'Documentation', 'Email', 'Executive Management Support', 'Filing', 'Internet Research', 'Letters and Memos', 'Minute Taking', 'Multi-Task Management', 'Organizational Skills', 'Research', 'Scheduling', 'Service Orientation', 'Speaking', 'Spreadsheets', 'Travel Arrangements']","['1996', None]","[None, None, None, None, None, None]","Apparel Sourcing
Quality Garment Sourcing
Reliable Partner
Buyer/Vendor Communication",Business Development Executive,Bachelor/Honors,1 to 3 years,Age 22 to 30 years,"Apparel Sourcing
Quality Garment Sourcing
Reliable Partner
Buyer/Vendor Communication","Fast typing skill
IELTSInternet browsing & online work ability.",0.85
"['Machine Learning', 'Data Mining', 'Artificial Intelligence', 'Natural Language Processing', 'Predictive Modeling', 'Financial Analysis', 'Python', 'SQL', 'Pandas', 'Time Series Analysis']","['2017', '2019']",['N/A'],"Machine Learning Leadership
Cross-Functional Collaboration
Strategy Development
ML/NLP Infrastructure
Prototype Transformation
ML System Design
Algorithm Research
Application Development
Dataset Selection
ML Testing
Statistical Analysis
R&D in ML/NLP
Text Representation
Data Pipeline Design
Statistical Data Analysis
Model Training
Team Collaboration
Research Reporting
Algorithm Analysis",Machine Learning (ML) Engineer,M.Sc in Computer Science & Engineering or in any relevant discipline from a reputed University,At least 5 year(s),,"Machine Learning Leadership
Cross-Functional Collaboration
Strategy Development
ML/NLP Infrastructure
Prototype Transformation
ML System Design
Algorithm Research
Application Development
Dataset Selection
ML Testing
Statistical Analysis
R&D in ML/NLP
Text Representation
Data Pipeline Design
Statistical Data Analysis
Model Training
Team Collaboration
Research Reporting
Algorithm Analysis",,0.85
"['Results-oriented', 'Operations management', 'Client-focused', 'Excel in [areas of expertise]', 'Proficiency in [area]', 'accounting', 'accounting manager', 'accounting system', 'accounts payable', 'accounts receivable', 'auditing', 'bank reconciliations', 'cash receipts', 'documentation', 'E-mail', 'financial', 'mail', 'payables', 'personnel', 'processes', 'maintain files', 'spreadsheet', 'phone', 'treasury', 'written', 'yearend']","[None, None]",[None],"Design Creation
CAD Drawings
Design Optimization
Team Collaboration
Compliance Assurance
Design Reviews
Manufacturing Support
Documentation",Mechanical Designer,Bachelor’s degree in Mechanical Engineering from a reputed institute.,At least 5 years,Age at least 24 years,"Design Creation
CAD Drawings
Design Optimization
Team Collaboration
Compliance Assurance
Design Reviews
Manufacturing Support
Documentation","AutoCAD
Solidworks",0.35
"['iFixit Pro Tech Toolkit', 'PassMark MemTest86', 'Malwarebytes', 'Recuva', 'Ultimate Boot CD (UBCD)', 'Windows Installation USB/DVD', 'TeamViewer', 'Driver Booster', 'Falcon Dust-Off Compressed Gas Duster', 'Fluke 115 Compact True-RMS Digital Multimeter']",['2018'],"[None, None, None]","Relationship Building
HR Collaboration
Policy Development
Training Management
Record Keeping
Compliance
Employee Development
Policy Enforcement
Communication
Task Execution",HR Officer,"•Bachelor of Business Administration (BBA) in Human Resource Management
•BBA/MBA in HRM/Management from any reputed university.",,Age 18 to 30 years,"Relationship Building
HR Collaboration
Policy Development
Training Management
Record Keeping
Compliance
Employee Development
Policy Enforcement
Communication
Task Execution",Human Resource Management,0.716666667
"['Research Associate', 'Business Analyst', 'Business Analytics', 'Data Mining', 'Data Modeling', 'Predictive Analysis', 'Business Intelligence', 'Machine Learning', 'Market Research', 'Customer Engagement', 'Risk Management', 'Retention', 'Audience', 'Python']",['2020'],['N/A'],"Machinery Maintenance
Troubleshooting
Report Preparation
Log Maintenance",Mechanical Engineer,"Bachelor of Science (BSc) in Mechanical Engineering, Diploma in Mechanical",2 to 5 years,Age 25 to 40 years,"Machinery Maintenance
Troubleshooting
Report Preparation
Log Maintenance","Maintenance  and Troubleshooting
Mechanical",0.35
"['C#', 'ASP.NET', 'Visual Basic', 'Ms Visual Studio', 'Ms Office Suite (Word, Excel, Project, PowerPoint, Access, Outlook, Visio)', 'Simulations using Witness13 and SIMIO', 'ERP-SAP', 'SAS-STAT', 'AutoCAD', 'budgeting', 'CNC', 'Continuous Improvement', 'data collection', 'Product Development and Design', 'documentation', 'ERP', 'grinders', 'Inventory Control', 'ISO', 'Languages', 'lathe', 'layout', 'layout design', 'Logistics', 'materials', 'Access', 'Excel', 'Outlook', 'PowerPoint', 'Word', 'new product development', 'payroll', 'philosophy', 'process improvement', 'process design', 'processes', 'Project Management', 'project plans', 'quality', 'quality control', 'research', 'Safety', 'SAP', 'SAS', 'simulation', 'Six Sigma', 'SQL', 'Statistical Process Control', 'Supply Chain', 'Visio']","['December 2014', 'June 2004']","[None, None, None, None]","Project Design
Data Analysis
ACCORD/Alliance Knowledge
BNBC Standards
Cost Estimation
Feasibility Studies
Documentation
Compliance
Site Monitoring
Policy Enforcement
Legal Compliance
Data Management
Team Collaboration",Project Coordinator (Civil),•Bachelor of Business Administration (BBA) in Human Resource Management,5 to 10 years,Age 30 to 40 years,"Project Design
Data Analysis
ACCORD/Alliance Knowledge
BNBC Standards
Cost Estimation
Feasibility Studies
Documentation
Compliance
Site Monitoring
Policy Enforcement
Legal Compliance
Data Management
Team Collaboration","Auto CAD 2D 3D
Civil 3D
Civil Construction
Civil Engineering",0.616666667
"['biology', 'budget', 'charts', 'Oral', 'cost analysis', 'data analysis', 'documentation', 'equipment operation', 'experiments', 'graphs', 'laser', 'materials', 'Natural Gas', 'Oil', 'PQ', 'process development', 'process-engineering', 'process improvement', 'product development', 'producing', 'protocols', 'quality assurance', 'Research', 'staffing', 'supervisory', 'technical support', 'technician', 'time management', 'trouble shooting', 'Validation', 'waste reduction']","['1999', '1994']","[None, None, None, None]","Hardware & Network Installation
Troubleshooting & Diagnostics
User Training & Capacity Building
Hardware Replacement
Fault Repair & System Setup
Software License & Account Management
Backup Management
System Updates & Maintenance
Server & Storage Management
Documentation & Technical Specifications
Data Protection & Disaster Recovery
Storage & Database Planning
Power & Disk Backup
Incident Management & Escalation
Service Restoration
User Communication & Verification
Incident Classification & Resolution
Major Incident Escalation
Problem & Error Management
Task Assignment & Execution","System Administrator (Operation & Maintenance of Server, Storage & Service Desk System)",Bachelor/Honors,4 to 5 years,,"Hardware & Network Installation
Troubleshooting & Diagnostics
User Training & Capacity Building
Hardware Replacement
Fault Repair & System Setup
Software License & Account Management
Backup Management
System Updates & Maintenance
Server & Storage Management
Documentation & Technical Specifications
Data Protection & Disaster Recovery
Storage & Database Planning
Power & Disk Backup
Incident Management & Escalation
Service Restoration
User Communication & Verification
Incident Classification & Resolution
Major Incident Escalation
Problem & Error Management
Task Assignment & Execution","Cisco
Linux
Operation & Maintenance of Server",0.783333333
"['assembly', 'AutoCAD', 'automation', 'budgets', 'budget', 'CNC', 'electronics', 'layout', 'machine tools', 'machinery', 'market', 'materials', 'mathematics', 'mechanical', 'networks', 'packaging', 'PLC', 'policies', 'presentations', 'programming', 'Project management', 'quality', 'recording', 'sales', 'spreadsheet', 'team work']","['2001', '1991']","[None, None, None]","Design Review
Coordination
Proposal Preparation
Feasibility Analysis
Software Utilization
Supervision
Technical Support
Submission Review
Progress Reporting
Compliance
Site Visits",Civil Engineer,B.Sc in Civil Engineering from a reputed university.,At least 5 years,Age at least 30 years,"Design Review
Coordination
Proposal Preparation
Feasibility Analysis
Software Utilization
Supervision
Technical Support
Submission Review
Progress Reporting
Compliance
Site Visits","AutoCAD
ETABS
Microsoft Office Suite
MS Project",0.85
"['assembly', 'ATM', 'Cadence', 'calibration', 'CA', 'hardware', 'DC', 'de-bugging', 'Ethernet', 'Graphic', 'ISO 9000', 'LabView', 'layout', 'Linux OS', 'Logic', 'Mentor', 'Access', 'MS Office', 'Windows', 'multimeters', 'network', 'networking', 'ORCAD', 'oscilloscopes', 'power supplies', 'procurement', 'purchasing', 'Quality Assurance', 'Routers', 'schematics', 'signal generators', 'SONET', 'Switches', 'T1', 'test equipment', 'trouble shooting', 'troubleshooting', 'validation', 'View']",['N/A'],"[None, None, None]","Data Platform Design
Data Pipeline Development
ETL Processes
SQL Query Optimization
Data Integration & Transformation
Data Modeling
Stakeholder Collaboration
Data Quality Monitoring
Continuous Learning",Data Engineer,Bachelor of Science (BSc),5 to 8 years,,"Data Platform Design
Data Pipeline Development
ETL Processes
SQL Query Optimization
Data Integration & Transformation
Data Modeling
Stakeholder Collaboration
Data Quality Monitoring
Continuous Learning","Azure
Big Data
Data Analytics
ETL Tools
Power BI
SQL",0.65
"['Microsoft Office (Word, Excel, Power Point, Outlook)', 'Abila MIP Fund Accounting Software', 'QuickBooks, QuickBooks Pro, Quicken', 'ADP, Paychex, Payroll Experts, QuickBooks Payroll Systems']",['N/A'],"[None, None, None, None]","Trade Marketing Executive
Brand Visibility, Sales Targets
Field Marketing, Campaigns, Product Distribution
Brand Head
Excel, KPIs Tracking","Executive/ Senior Executive- Trade Marketing, Hygiene Products",Master of Business Administration (MBA),At least 3 years,,"Trade Marketing Executive
Brand Visibility, Sales Targets
Field Marketing, Campaigns, Product Distribution
Brand Head
Excel, KPIs Tracking","Brand Promotion
Campaign Management
Field Supervision
Merchandising
promotional activities
Trade Marketing",0.816666667
"['account reconciliation', 'accounting', 'accounts payable', 'accruals', 'accrual', 'balance sheet', 'Balance', 'balance sheets', 'bank reconciliation', 'benefits', 'billing', 'budgeting', 'COBOL', 'Computer Programming', 'corporate accounting', 'credit', 'dialysis', 'documentation', 'senior management', 'expense reports', 'finance', 'financial', 'financial reports', 'financial statements', 'fixed assets', 'general ledger', 'insurance', 'letters', 'Access', 'Excel', 'money', 'PowerPoint', 'Word', 'month-end closing', 'month end close', 'primary care', 'processes', 'profit and loss', 'real estate', 'reporting', 'sales', 'SAP', 'settlements', 'tax', 'taxes', 'treasury', 'year-end']","['N/A', '1']","[None, None, None, None, None, None, None]","Hardware & Network Installation
Troubleshooting & Diagnostics
User Training & Capacity Building
Hardware Replacement
Fault Repair & System Setup
Software License & Account Management
Backup Management
System Updates & Maintenance
Server & Storage Management
Documentation & Technical Specifications
Data Protection & Disaster Recovery
Storage & Database Planning
Power & Disk Backup
Incident Management & Escalation
Service Restoration
User Communication & Verification
Incident Classification & Resolution
Major Incident Escalation
Problem & Error Management
Task Assignment & Execution","System Administrator (Operation & Maintenance of Server, Storage & Service Desk System)",Bachelor/Honors,4 to 5 years,,"Hardware & Network Installation
Troubleshooting & Diagnostics
User Training & Capacity Building
Hardware Replacement
Fault Repair & System Setup
Software License & Account Management
Backup Management
System Updates & Maintenance
Server & Storage Management
Documentation & Technical Specifications
Data Protection & Disaster Recovery
Storage & Database Planning
Power & Disk Backup
Incident Management & Escalation
Service Restoration
User Communication & Verification
Incident Classification & Resolution
Major Incident Escalation
Problem & Error Management
Task Assignment & Execution","Cisco
Linux
Operation & Maintenance of Server",0.643333333
"['Python', 'LeetCode', 'GDB', 'GitHub', 'HTML', 'MySQL', 'Lucidchart', 'Postman', 'OWASP ZAP', 'Jira']",['2015'],"['N/A', 'N/A', 'N/A']","Generative AI Development
Evolutionary Computation
Deep Learning Optimization
Expert Systems Design
Knowledge Representation
Data Preprocessing
Model Training
Research & Integration",Intern (Generative AI Engineering - 2D/3D Image Generation),Bachelor of Science (BSc),,Age 20 to 35 years,"Generative AI Development
Evolutionary Computation
Deep Learning Optimization
Expert Systems Design
Knowledge Representation
Data Preprocessing
Model Training
Research & Integration",,0.716666667
"['iFixit Pro Tech Toolkit', 'PassMark MemTest86', 'Malwarebytes', 'Recuva', 'Ultimate Boot CD (UBCD)', 'Windows Installation USB/DVD', 'TeamViewer', 'Driver Booster', 'Falcon Dust-Off Compressed Gas Duster', 'Fluke 115 Compact True-RMS Digital Multimeter']",['2018'],"[None, None, None]","Management Trainee
Mechanical Systems
Maintenance & Troubleshooting
Performance Analysis
Project Support
Process Improvement
Training & Development
Administrative Support",Management Trainee - Mechanical,Fresh graduates with a Bachelor’s degree in Mechanical Engineering or a related field.,,Age at least 22 years,"Management Trainee
Mechanical Systems
Maintenance & Troubleshooting
Performance Analysis
Project Support
Process Improvement
Training & Development
Administrative Support","Computer skill
Good communication skills
Mechanical Engineering
Quick learner and hard working",0.75
"['Data Analysis', 'Machine Learning', 'Regression Analysis', 'Time Series Analysis', 'SQL', 'Base SAS', 'Python', 'Natural Language Processing', 'Text analysis', 'Numpy', 'Pandas', 'Matplotlib', 'Seaborn', 'Statistical Analysis', 'NLTK', 'BERT', 'Transformers', 'Pytesseract', 'Clustering', 'KNN', 'K-Means']",['2021'],['N/A'],"Supervision
Monitoring
Construction
Estimation
Planning
Material Management
Project Coordination
Quality Assurance
Cost Control
Inventory
Operations
Safety
Error Escalation
Miscellaneous Tasks




",Site Engineer,Bachelor of Science (BSc) in Civil Engineering,1 to 2 years,Age 25 to 30 years,"Supervision
Monitoring
Construction
Estimation
Planning
Material Management
Project Coordination
Quality Assurance
Cost Control
Inventory
Operations
Safety
Error Escalation
Miscellaneous Tasks




","AutoCAD
Communication and negotiation skills
Internet
MS Office",0.516666667
"['Data Analysis', 'Business Analysis', 'Machine Learning', 'Regression Analysis', 'Time Series Analysis', 'SQL', 'Base SAS', 'Python', 'NLP', 'Credit Risk', 'Tableau', 'Statistical Analysis', 'Data Visualization', 'Data Science', 'R', 'Power Bi']","['2018', '2020']",[None],"Digital Marketing Strategy
Brand Awareness, Online Traffic
Social Media Management
Google Analytics
Cross-functional Teams
Campaign Execution, SEO",Marketing Officer,Bachelor/Honors,At least 1 year,,"Digital Marketing Strategy
Brand Awareness, Online Traffic
Social Media Management
Google Analytics
Cross-functional Teams
Campaign Execution, SEO","Corporate Marketing
Facebook Ads Manager
Facebook campaign
Facebook marketing
Google Ads
Google analytics
Market Researc
Marketing
Search Engine Optimization (SEO)",0.5
"['Basic and Advanced Supervision Training Courses', 'CBMET', ""Toshiba certified service trained on Aquilion 16, 32 and 64 slice CT's"", 'Toshiba certified service trained on Vantage 1.5 T 8 channel MRI', 'Toshiba certified service trained on Siemens E-Cam Nuclear Medicine Camera', 'Aramark service trained on GE AMX 4 and AMX4+ portable XR unit', 'Aramark service trained on GE 9600, 9800, 9900 Portable C-Arm', 'Aramark service trained on GE Precision 500 Radiology and Fluoroscopic image system', 'Microsoft Applications', 'Foresight Imaging Systems trained on DICOM protocols', 'Skilled in the operation of MS 2000, Windows 7, MySQL, PHP, Apache, UNIX, Linux, Cisco', 'Skilled in the operation of networks', 'Skilled in the operation of workstations and servers']","['N/A', 'N/A', 'N/A']","[None, None, None, None]","Management Trainee
Mechanical Systems
Maintenance & Troubleshooting
Performance Analysis
Project Support
Process Improvement
Training & Development
Administrative Support",Management Trainee - Mechanical,Fresh graduates with a Bachelor’s degree in Mechanical Engineering or a related field.,,Age at least 22 years,"Management Trainee
Mechanical Systems
Maintenance & Troubleshooting
Performance Analysis
Project Support
Process Improvement
Training & Development
Administrative Support","Computer skill
Good communication skills
Mechanical Engineering
Quick learner and hard working",0.793333333
"['Data Scientist', 'Data Analyst', 'Software Development', 'Machine Learning', 'Natural Language Processing', 'Business Solutions', 'Process Flow', 'Logistic Regression', 'MySQL', 'MongoDB', 'Python', 'PowerBI', 'Hadoop']",['2019'],[None],"Machine Learning Design
Data Analysis
Model Training
AI Integration
Innovation
Cross-Functional Collaboration
Model Deployment
Documentation
Analytical Skills
Communication
Team Collaboration",AI Engineer,"Bachelors or Masters degree in Computer Science, Engineering, or a related field.",,,"Machine Learning Design
Data Analysis
Model Training
AI Integration
Innovation
Cross-Functional Collaboration
Model Deployment
Documentation
Analytical Skills
Communication
Team Collaboration","Python
R or Java
TensorFlow
PyTorch
Scikit-learn.",0.783333333
"['accounting', 'accounts payable', 'Accounts Receivable', 'ADP', 'advertising', 'AR', 'balance sheet', 'balance', 'bank reconciliations', 'benefits', 'billing', 'billings', 'book keeping', 'budget', 'cash flow projections', 'cash flow', 'controller', 'Credit', 'clients', 'data collection', 'delivery', 'documentation', 'email', 'Finance', 'financial', 'financial reporting', 'financial statements', 'fixed assets', 'General Ledger', 'inventory', 'job costing', 'ledger', 'legal', 'materials', 'meetings', 'Microsoft Access', 'Microsoft Excel', 'Excel', 'Microsoft Word', 'negotiating', 'DBA', 'Payables', 'payroll', 'Peachtree', 'processes', 'coding', 'purchasing', 'Express', 'Quick Books', 'QuickBooks', 'Research', 'Sage', 'Sales', 'Spreadsheet', 'Tax', 'software support', 'valuation', 'year-end']","['2010', '2010']","[None, None, None, None]","Design Creation
CAD Drawings
Design Optimization
Team Collaboration
Compliance Assurance
Design Reviews
Manufacturing Support
Documentation",Mechanical Designer,Bachelor’s degree in Mechanical Engineering from a reputed institute.,At least 5 years,Age at least 24 years,"Design Creation
CAD Drawings
Design Optimization
Team Collaboration
Compliance Assurance
Design Reviews
Manufacturing Support
Documentation","AutoCAD
Solidworks",0.55
"['Accounting', 'c', 'Civil Engineer', 'client', 'documentation', 'English', 'fast', 'front office', 'Director', 'meeting facilitation', 'meetings', 'Access', 'Excel', 'Mail', 'Microsoft Office', 'office', 'Outlook', 'PowerPoint', 'Word', 'multi-line telephone', 'Enterprise', 'personnel', 'pick', 'proofing', 'Quality', 'research', 'Self Motivated', 'self-starter', 'shipping', 'Spanish', 'spreadsheets', 'supervision', 'phone', 'typing', 'website', 'written communication']","['1997', 'Present']","[None, None, None, None, None]","Open-Source Technologies
CI/CD Culture & Tooling
Product Availability & Scalability
Automation (Build & Deploy)
Monitoring & Reliability
Infrastructure Innovation
Software Engineering Velocity
Infrastructure Resiliency
Security & Data Availability",DevOps Engineer,Bachelor/Honors,At least 3 years,,"Open-Source Technologies
CI/CD Culture & Tooling
Product Availability & Scalability
Automation (Build & Deploy)
Monitoring & Reliability
Infrastructure Innovation
Software Engineering Velocity
Infrastructure Resiliency
Security & Data Availability","Ansible
AWS Cloud
Cloud Platform
DevOps
Dockers and Kubernetes
Java
ReactJS
Terraform",0.783333333
